iteration,best_adapta,JaccarI,JaccarP,SoresP,execution
5,5.074002494033396e-10,0.4661337996519895,0.4464994678642702,0.6060072772631769,0
10,5.074002494033396e-10,0.4602045829308542,0.43702066979201176,0.5975353444296351,0
15,5.783365062755465e-10,0.495450535132971,0.5439856217412251,0.693244232535432,0
20,5.783365062755465e-10,0.7260886810864695,0.6055454848185915,0.7412926153496512,0
25,5.811164341243265e-10,0.7220034858327017,0.6296152579486338,0.758179428479274,0
30,5.83150407965297e-10,0.5716242792995233,0.6382063156525545,0.7676987939657811,0
35,5.83150407965297e-10,0.7404194960796091,0.6044703942067953,0.7422993143593948,0
40,5.83150407965297e-10,0.7947581538881218,0.6647547669612013,0.7885437532446086,0
45,5.83150407965297e-10,0.7649807429088709,0.6334860450423558,0.7658642915580538,0
50,5.83150407965297e-10,0.8068477403344074,0.6981024311775358,0.813210536207731,0
55,5.83150407965297e-10,0.7596240136519408,0.6375400330387798,0.7717533006080302,0
60,5.83150407965297e-10,0.7528461860736646,0.6093131413009796,0.7447912565345458,0
65,5.838818257260559e-10,0.7567360463755175,0.6411898612539585,0.7711896143583812,0
70,5.838818257260559e-10,0.7508086482237699,0.6286608447821797,0.7629287378727715,0
75,5.838818257260559e-10,0.7120819108350047,0.580561703622857,0.7254637296363015,0
80,5.838818257260559e-10,0.8131343958427972,0.7047001359566899,0.8176986533998216,0
85,5.838818257260559e-10,0.799376951291676,0.6766040386323441,0.7988288592667674,0
90,5.838818257260559e-10,0.8223943034969048,0.7015293798131843,0.8142102553835412,0
95,5.838818257260559e-10,0.7554347674461623,0.6292781187675207,0.7625067646916879,0
100,5.838818257260559e-10,0.8073227555457976,0.6838821090840358,0.8027043140344455,0
105,5.838818257260559e-10,0.795992067366933,0.674236728719751,0.7994187597928332,0
110,5.838818257260559e-10,0.7418711688069087,0.6146427030723077,0.7513787641319782,0
115,5.838818257260559e-10,0.7197789636226568,0.5831223471959213,0.7250700953440854,0
120,5.838818257260559e-10,0.7719218895023312,0.6394387320407064,0.7700032227384911,0
125,5.838818257260559e-10,0.7347108191548485,0.6038603422464309,0.7439700001881225,0
130,5.838818257260559e-10,0.7411700805615717,0.6057518722596492,0.7471018683013491,0
135,5.838818257260559e-10,0.6400368640061816,0.5155298993764078,0.6681945607008651,0
140,5.838818257260559e-10,0.7805873379099925,0.6600612967300472,0.7856850751411877,0
145,5.838818257260559e-10,0.7353396607284433,0.5918293089178637,0.7297939373567199,0
150,5.838818257260559e-10,0.8019455703467752,0.6873978453184916,0.8076653725180815,0
155,5.838818257260559e-10,0.7909299747715663,0.6631707721782653,0.7857781150373397,0
160,5.838818257260559e-10,0.8451792342839838,0.7427939279135309,0.8455278982379031,0
165,5.838818257260559e-10,0.8062839805005779,0.6839465281967022,0.8037281457211025,0
170,5.838818257260559e-10,0.7712431993511245,0.6697279675922181,0.7944853524426327,0
175,5.838818257260559e-10,0.7279853958834016,0.6163716597061469,0.7552824470620022,0
180,5.838818257260559e-10,0.8043276093759445,0.6889309961324891,0.8094660898222656,0
185,5.838818257260559e-10,0.7827063363013488,0.6644691756236732,0.7899411655765131,0
190,5.838818257260559e-10,0.802131417516931,0.6765707758832362,0.7965742499681067,0
195,5.838818257260559e-10,0.7626490164049122,0.6354738664021613,0.7698399871997538,0
200,5.838818257260559e-10,0.7340642725633152,0.5988349760485987,0.7374573426609337,0
205,5.838818257260559e-10,0.7005625892344242,0.557085882273418,0.70136810732938,0
210,5.838818257260559e-10,0.7836430685085707,0.6540077036403639,0.7782680263264466,0
215,5.838818257260559e-10,0.81171539702689,0.7031864697393774,0.8190292141589164,0
220,5.838818257260559e-10,0.7735915118521479,0.6447633626914198,0.7739369822551537,0
225,5.838818257260559e-10,0.8155267575246093,0.6958679734791355,0.8111274069337254,0
230,5.886029712679218e-10,0.7194437958249662,0.6747594050951184,0.8001228272318626,0
235,5.886029712679218e-10,0.7594311071950823,0.6347426333781382,0.7688518333924669,0
240,5.886029712679218e-10,0.7442682369390444,0.609842401214381,0.7482456351089382,0
245,5.886029712679218e-10,0.8240540722217741,0.711337756458027,0.8250263968894053,0
250,5.886029712679218e-10,0.8279111881906913,0.7171748834511358,0.8277513038479501,0
255,5.886029712679218e-10,0.8557480304374715,0.7545339245477168,0.8540522048086907,0
260,5.886029712679218e-10,0.8420971988673852,0.7338321821836136,0.8399885348026074,0
265,5.886029712679218e-10,0.7195825602968461,0.5822677898113516,0.7269283054277353,0
270,5.886029712679218e-10,0.7140907643081557,0.575500586494135,0.7199403401995056,0
275,5.886029712679218e-10,0.8026920491516764,0.6827038604001443,0.8053937182832331,0
280,5.886029712679218e-10,0.833439541824635,0.7205329658184086,0.8309584534016844,0
285,5.886029712679218e-10,0.7361534531720868,0.6161705296330262,0.7534285919619121,0
290,5.886029712679218e-10,0.7608215387097375,0.6230815788743945,0.7553831155252528,0
295,5.886029712679218e-10,0.7861735469499446,0.6546772633933261,0.7803220096303243,0
300,5.886029712679218e-10,0.8663739883305099,0.7721155724816773,0.8635384620788116,0
305,5.886029712679218e-10,0.772824721861989,0.6359336996940019,0.7701695343299492,0
310,5.886029712679218e-10,0.7875128391277461,0.6548300135002283,0.7783948655761873,0
315,5.886029712679218e-10,0.826672716517437,0.7154327696763964,0.8263740093513364,0
320,5.886029712679218e-10,0.7605400086455987,0.6246525693183869,0.7584900897208795,0
325,5.886029712679218e-10,0.781479793498427,0.6521275902545118,0.7779291392462172,0
330,5.886029712679218e-10,0.8443105858944367,0.7350536847030178,0.839516275717072,0
335,5.886029712679218e-10,0.8041161840230163,0.6804638042350813,0.8015937034557731,0
340,5.886029712679218e-10,0.7847716258896383,0.6544858428601132,0.7795956919001878,0
345,6.046405330669095e-10,0.6544375322991116,0.6722241155652436,0.7929017370320525,0
350,6.144789938314195e-10,0.7210329650303032,0.6677884739320927,0.7937585946003428,0
355,6.144789938314195e-10,0.6878134565663169,0.5670837325718805,0.711453589544753,0
360,6.190528251561876e-10,0.7021847257872103,0.5812305128242264,0.7234956102196641,0
365,6.190528251561876e-10,0.8162498991691539,0.6974162916049499,0.8130200334941476,0
370,6.190528251561876e-10,0.8188851373412154,0.7038482543078458,0.8169995363622371,0
375,6.190528251561876e-10,0.8004860046785514,0.6872231667378115,0.8072073552931094,0
380,6.190528251561876e-10,0.769498400150574,0.641634857919329,0.769780785414641,0
385,6.190528251561876e-10,0.7957049900705624,0.6755310157010769,0.797470384153779,0
390,6.190528251561876e-10,0.7547566423520283,0.6316701900251099,0.7665663420758309,0
395,6.190528251561876e-10,0.7617211345294752,0.627179613156206,0.7606587221168575,0
400,6.190528251561876e-10,0.7957840990715879,0.668830676824726,0.7914335675871624,0
405,6.190528251561876e-10,0.791237415350104,0.6722179114903838,0.7962427693095524,0
410,6.190528251561876e-10,0.8092470528584105,0.6918175571376757,0.809127094741733,0
415,6.190528251561876e-10,0.7716131398917557,0.6466922231771237,0.7763973848904516,0
420,6.190528251561876e-10,0.7703604750765355,0.6394667861274436,0.7671808207225616,0
425,6.190528251561876e-10,0.7640231315564057,0.632801897761506,0.7636237246555954,0
430,6.190528251561876e-10,0.7520448495603774,0.6177907540945398,0.7515269184476947,0
435,6.190528251561876e-10,0.7777839876775103,0.6449091609702102,0.7700187310623754,0
440,6.190528251561876e-10,0.7850492438646831,0.6783982341338788,0.8009260184997941,0
445,6.190528251561876e-10,0.7929410725329092,0.6772338728883093,0.8012276472764518,0
450,6.190528251561876e-10,0.764580140356538,0.6298159892464997,0.7632251165645291,0
455,6.190528251561876e-10,0.7692568478548958,0.6450204490828843,0.7752863303312842,0
460,6.190528251561876e-10,0.8075518654666837,0.6981047376730466,0.8142119552466033,0
465,6.190528251561876e-10,0.7901781152890293,0.6739305884192445,0.7964237541929248,0
470,6.190528251561876e-10,0.8082992429043893,0.6989424955326162,0.8130492782200128,0
475,6.190528251561876e-10,0.7449041050638211,0.6057924363212586,0.7425936942149538,0
480,6.190528251561876e-10,0.7839644384009956,0.6597296821274263,0.7878161821104246,0
485,6.190528251561876e-10,0.8357416540868182,0.7242342979642645,0.8307652663845496,0
490,6.190528251561876e-10,0.8015488578265864,0.6832178529669414,0.8034976658124637,0
495,6.190528251561876e-10,0.795352215072712,0.6749529350909166,0.7971112730222439,0
500,6.190528251561876e-10,0.7752589912305973,0.6486534084513879,0.778914230230259,0
505,6.190528251561876e-10,0.7949823690063265,0.6677526129094682,0.7920926193264569,0
510,6.190528251561876e-10,0.7956059837825589,0.6725735024086568,0.7967011544761952,0
515,6.190528251561876e-10,0.7608439253736503,0.6266810993741546,0.7597431080849779,0
520,6.190528251561876e-10,0.7711147474235318,0.6353693853823891,0.7629900516430029,0
525,6.190528251561876e-10,0.7822553725481853,0.6708485321735602,0.7959912484579083,0
530,6.190528251561876e-10,0.8374652661742279,0.7350651409698911,0.8391864013786324,0
535,6.190528251561876e-10,0.7853624724875834,0.6574492176556515,0.7835315279711369,0
540,6.190528251561876e-10,0.7793695287262278,0.6434884967277188,0.7745799967162421,0
545,6.190528251561876e-10,0.8026849621836311,0.6854542366999357,0.8069710116989524,0
550,6.190528251561876e-10,0.8535780102772117,0.7513146724180919,0.8500447858613849,0
555,6.190528251561876e-10,0.8306904128110871,0.7201068000394016,0.8299584021394649,0
560,6.190528251561876e-10,0.844609486934243,0.7411124775415312,0.8452964140706224,0
565,6.190528251561876e-10,0.831483999585153,0.7234443097079025,0.8318009133013392,0
570,6.190528251561876e-10,0.8423533151261635,0.7287438145378667,0.8300346776167812,0
575,6.190528251561876e-10,0.7890530351044991,0.6622459404358599,0.7884246264701142,0
580,6.190528251561876e-10,0.8332450247179617,0.7214048056000443,0.8279407789827153,0
585,6.190528251561876e-10,0.7735610189869285,0.6511301723745381,0.7780615702881689,0
590,6.190528251561876e-10,0.8180536957866151,0.6980384004389448,0.8118551345244437,0
595,6.190528251561876e-10,0.7212261991188343,0.5823766815777173,0.7248549440920203,0
600,6.190528251561876e-10,0.7536482328673988,0.6269313763725689,0.7560230831561702,0
605,6.190528251561876e-10,0.838787801964377,0.7371113174428614,0.8421600814851484,0
610,6.190528251561876e-10,0.8433634097343059,0.7341852050096552,0.8382191398397659,0
615,6.190528251561876e-10,0.8203082927129066,0.7075567077067089,0.8209120214749976,0
620,6.190528251561876e-10,0.8165886908122932,0.7009775655926923,0.8175149132614246,0
625,6.190528251561876e-10,0.8021017890716204,0.6839968583573223,0.805684520307071,0
630,6.190528251561876e-10,0.7810667327348783,0.6519499815965779,0.7755284644881185,0
635,6.190528251561876e-10,0.7575562444062888,0.6120341762371548,0.7462012575946027,0
640,6.190528251561876e-10,0.7123390732308212,0.5746211898276585,0.7197934931688701,0
645,6.194686005043426e-10,0.615314465211724,0.6385095033858283,0.7689310299157719,0
650,6.194686005043426e-10,0.7854064155306393,0.6624302450547236,0.7870377850944946,0
655,6.194686005043426e-10,0.7764451076873438,0.6479752604217062,0.7790427915668381,0
660,6.194686005043426e-10,0.8269069750125652,0.7138669660312293,0.8266222016520861,0
665,6.194686005043426e-10,0.8195996550033816,0.7151215418402165,0.8293461684924073,0
670,6.194686005043426e-10,0.7562432701873697,0.6193462097579719,0.7541442196315116,0
675,6.194686005043426e-10,0.8220223978919631,0.7080343958692326,0.8199152544981295,0
680,6.194686005043426e-10,0.8108124277378937,0.6905824403112854,0.8091983017470307,0
685,6.194686005043426e-10,0.8113441424000429,0.6966832696509525,0.8120656153820841,0
